CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,land_usage,LOCATION_STREET_NAME,LOCATION_ZIPCODE,Property_Type,Property_ID,Source,Geocoded_Location,Location 1
"101,000,999,411",1/6/2014 0:00,1/7/2014 0:00,Closed,Case Closed Case Resolved at that  location roadway patch and made safe by DIST#4 PATCH CREW,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,120 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston,15,22,"2,201",CL,120 Cambridge St,"2,134",Address,"341,774",Citizens Connect App,"42.358, -71.1213","42.358, -71.1213"
"101,001,004,934",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,465-475 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston,15,22,"2,202",I,465-475 Cambridge St,"2,134",Address,"25,141",City Worker App,"42.3541, -71.1366","42.3541, -71.1366"
"101,001,005,784",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved at that location no pot in roadway at that location,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,285-291 Western Ave  Allston  MA  02134,11,4,9,D14,Allston,15,22,"2,201",C,285-291 Western Ave,"2,134",Address,"148,180",Citizens Connect App,"42.3638, -71.1344","42.3638, -71.1344"
"101,001,005,825",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,285-291 Western Ave  Allston  MA  02134,11,4,9,D14,Allston,15,22,"2,201",C,285-291 Western Ave,"2,134",Address,"148,180",City Worker App,"42.3638, -71.1344","42.3638, -71.1344"
"101,001,007,753",1/17/2014 0:00,1/17/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,465-475 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston,15,22,"2,202",I,465-475 Cambridge St,"2,134",Address,"25,141",City Worker App,"42.3541, -71.1366","42.3541, -71.1366"
"101,001,042,615",3/7/2014 0:00,3/7/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,9-15 Redford St  Allston  MA  02134,11,4,9,D14,Allston,15,21,"2,108",CM,9-15 Redford St,"2,134",Address,"169,041",City Worker App,"42.3473, -71.1349","42.3473, -71.1349"
"101,001,042,622",3/7/2014 0:00,3/7/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,9-15 Redford St  Allston  MA  02134,11,4,9,D14,Allston,15,21,"2,108",CM,9-15 Redford St,"2,134",Address,"169,041",City Worker App,"42.3473, -71.1349","42.3473, -71.1349"
"101,000,912,897",8/29/2013 0:00,1/17/2014 0:00,Closed,Case Closed Case Resolved PATCHED ALL SET ON ARRIVAL 1/16,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_All Cases,BWSC,INTERSECTION of Allston St & Commonwealth Ave  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,108",,INTERSECTION Allston St & Commonwealth Ave,,Intersection,316,Citizens Connect App,"42.3483, -71.1378","42.3483, -71.1378"
"101,000,971,835",11/25/2013 0:00,1/21/2014 0:00,Closed,Case Closed Case Resolved FOUND THE CB IN THE ATTCHED PICTURE. IT'S A STATE OWNED CB ON A ROAD NEXT TO HOUGHTON CHEMICAL COMPANY. THE CB IS FULL TO THE TOP WITH DIRT & GRAVEL IT'S BEEN PATCHED AROUND  NO VISBILE HOLES  CB LOCATION ABOUT 250' FROM ENTRANCE TO DOUBLE TREE HOTEL ON CAMBRIDGE ST. 1/17,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,BWSC_Pothole,BWSC,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",Citizens Connect App,"42.3609, -71.1177","42.3609, -71.1177"
"101,000,998,430",1/5/2014 0:00,1/6/2014 0:00,Closed,Case Closed Case Resolved AT THAT LOCATION ROADWAY PATCH AND MADE SAFE BY DIST#4 PATCH CREW,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brock St & Lake St  Brighton  MA,11,4,9,D14,Allston,15,Ward 22,"2,210",,INTERSECTION Brock St & Lake St,,Intersection,"2,007",Constituent Call,"42.3489, -71.1605","42.3489, -71.1605"
"101,000,998,614",1/5/2014 0:00,1/6/2014 0:00,Closed,Case Closed Case Resolved at that location roadway patch and made safe by DIST#4 PATCH CREW,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,600 Washington St  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,207",C,600 Washington St,"2,135",Address,"156,134",Constituent Call,"42.3504, -71.167","42.3504, -71.167"
"101,000,999,002",1/6/2014 0:00,1/6/2014 0:00,Closed,Case Closed Case Resolved at that location roadway patch and made safe by dist#4 patch crew,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",Self Service,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,000,970",1/8/2014 0:00,1/9/2014 0:00,Closed,Case Closed Case Resolved at that location roadway patch and made safe by DIST#4 PATCH CREW,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brock St & Oakland St  Brighton  MA,11,4,9,D14,Allston,15,Ward 22,"2,210",,INTERSECTION Brock St & Oakland St,,Intersection,"2,009",Citizens Connect App,"42.3521, -71.1603","42.3521, -71.1603"
"101,001,002,921",1/11/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,154 Kilsyth Rd  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 21,"2,112",R3,154 Kilsyth Rd,"2,135",Address,"166,761",Citizens Connect App,"42.339, -71.1465","42.339, -71.1465"
"101,001,002,924",1/11/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,132 Kilsyth Rd  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 21,"2,112",R2,132 Kilsyth Rd,"2,135",Address,"81,610",Citizens Connect App,"42.3398, -71.1469","42.3398, -71.1469"
"101,001,002,926",1/11/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved AT THAT LOCATION ROADWAY PATCH AND MADE SAFE BY DIST#4 CREW,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,115 Kilsyth Rd  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 21,"2,112",A,115 Kilsyth Rd,"2,135",Address,"81,588",Citizens Connect App,"42.3405, -71.1467","42.3405, -71.1467"
"101,001,002,929",1/11/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,84 Lanark Rd  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 21,"2,114",R2,84 Lanark Rd,"2,135",Address,"83,804",Citizens Connect App,"42.3405, -71.1474","42.3405, -71.1474"
"101,001,003,616",1/13/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,75 Cresthill Rd  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,211",R1,75 Cresthill Rd,"2,135",Address,"44,336",City Worker App,"42.3559, -71.1579","42.3559, -71.1579"
"101,001,004,870",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Mcdonald Ave & Everett St  Brighton  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Mcdonald Ave & Everett St,,Intersection,"7,185",City Worker App,"42.3641, -71.1354","42.3641, -71.1354"
"101,001,004,872",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Mcdonald Ave & Everett St  Brighton  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Mcdonald Ave & Everett St,,Intersection,"7,185",City Worker App,"42.3641, -71.1354","42.3641, -71.1354"
"101,001,004,890",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,293-305 Western Ave  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 22,"2,201",C,293-305 Western Ave,"2,134",Address,"148,181",City Worker App,"42.3635, -71.1351","42.3635, -71.1351"
"101,001,004,891",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,52 Everett St  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,205",I,52 Everett St,"2,135",Address,"55,002",City Worker App,"42.3556, -71.139","42.3556, -71.139"
"101,001,004,892",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,52 Everett St  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,205",I,52 Everett St,"2,135",Address,"55,002",City Worker App,"42.3556, -71.139","42.3556, -71.139"
"101,001,004,895",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved done,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,52 Everett St  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,205",I,52 Everett St,"2,135",Address,"55,002",City Worker App,"42.3556, -71.139","42.3556, -71.139"
"101,001,004,896",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,52 Everett St  Brighton  MA  02135,11,4,9,D14,Allston,15,Ward 22,"2,205",I,52 Everett St,"2,135",Address,"55,002",City Worker App,"42.3556, -71.139","42.3556, -71.139"
"101,001,004,900",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brighton Ave & Cambridge St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Brighton Ave & Cambridge St,,Intersection,"1,940",City Worker App,"42.3535, -71.1376","42.3535, -71.1376"
"101,001,004,903",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brighton Ave & Cambridge St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Brighton Ave & Cambridge St,,Intersection,"1,940",City Worker App,"42.3535, -71.1376","42.3535, -71.1376"
"101,001,004,905",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION N Beacon St & Cambridge St,,Intersection,"1,141",City Worker App,"42.3536, -71.1375","42.3536, -71.1375"
"101,001,004,909",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION N Beacon St & Cambridge St,,Intersection,"1,141",City Worker App,"42.3536, -71.1375","42.3536, -71.1375"
"101,001,004,925",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of N Beacon St & Cambridge St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION N Beacon St & Cambridge St,,Intersection,"1,141",City Worker App,"42.3536, -71.1375","42.3536, -71.1375"
"101,001,004,929",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Hano St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,104",,INTERSECTION Cambridge St & Hano St,,Intersection,"2,343",City Worker App,"42.354, -71.1363","42.354, -71.1363"
"101,001,004,930",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Hano St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,104",,INTERSECTION Cambridge St & Hano St,,Intersection,"2,343",City Worker App,"42.354, -71.1363","42.354, -71.1363"
"101,001,004,959",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,400 Soldiers Field Rd  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 22,"2,201",C,400 Soldiers Field Rd,"2,134",Address,"128,311",City Worker App,"42.36, -71.1183","42.36, -71.1183"
"101,001,004,963",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,004,964",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,004,965",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,004,966",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,004,986",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,005,532",1/14/2014 0:00,1/14/2014 0:00,Closed,Case Closed Case Resolved patched,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Beacon St & Chestnut Hill Ave  Brighton  MA,11,4,9,D14,Allston,15,Ward 21,"2,116",,INTERSECTION Beacon St & Chestnut Hill Ave,,Intersection,"1,079",Constituent Call,"42.3359, -71.1509","42.3359, -71.1509"
"101,001,005,718",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Soldiers Field Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,201",,INTERSECTION Cambridge St & Soldiers Field Rd,,Intersection,"2,359",City Worker App,"42.3609, -71.1177","42.3609, -71.1177"
"101,001,005,730",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,60 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 22,"2,201",C,60 Cambridge St,"2,134",Address,"25,174",City Worker App,"42.3599, -71.1193","42.3599, -71.1193"
"101,001,005,732",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,60 Cambridge St  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 22,"2,201",C,60 Cambridge St,"2,134",Address,"25,174",City Worker App,"42.3599, -71.1193","42.3599, -71.1193"
"101,001,005,758",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,32-34 Harvard Ave  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 21,"2,104",C,32-34 Harvard Ave,"2,134",Address,"70,389",City Worker App,"42.3549, -71.1323","42.3549, -71.1323"
"101,001,005,765",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,140-144 Harvard Ave  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 21,"2,105",C,140-144 Harvard Ave,"2,134",Address,"70,342",City Worker App,"42.3519, -71.1315","42.3519, -71.1315"
"101,001,005,777",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Quint Ave & Radcliffe Rd  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,105",,INTERSECTION Quint Ave & Radcliffe Rd,,Intersection,"8,036",City Worker App,"42.3508, -71.1336","42.3508, -71.1336"
"101,001,005,792",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brighton Ave & Islington St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Brighton Ave & Islington St,,Intersection,"1,941",City Worker App,"42.3534, -71.1368","42.3534, -71.1368"
"101,001,005,793",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Brighton Ave & Islington St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Brighton Ave & Islington St,,Intersection,"1,941",City Worker App,"42.3534, -71.1368","42.3534, -71.1368"
"101,001,005,810",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Western Ave & Callahan Pl  Allston  MA,11,4,9,D14,Allston,15,Ward 22,"2,202",,INTERSECTION Western Ave & Callahan Pl,,Intersection,"8,639",City Worker App,"42.3633, -71.1346","42.3633, -71.1346"
"101,001,005,845",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Eleanor St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Cambridge St & Eleanor St,,Intersection,"2,338",City Worker App,"42.3516, -71.143","42.3516, -71.143"
"101,001,005,846",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Eleanor St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Cambridge St & Eleanor St,,Intersection,"2,338",City Worker App,"42.3516, -71.143","42.3516, -71.143"
"101,001,005,850",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,109",,INTERSECTION Cambridge St & Rodney St,,Intersection,"2,337",City Worker App,"42.351, -71.145","42.351, -71.145"
"101,001,005,855",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,109",,INTERSECTION Cambridge St & Rodney St,,Intersection,"2,337",City Worker App,"42.351, -71.145","42.351, -71.145"
"101,001,005,866",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,109",,INTERSECTION Cambridge St & Rodney St,,Intersection,"2,337",City Worker App,"42.351, -71.145","42.351, -71.145"
"101,001,005,867",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Rodney St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,109",,INTERSECTION Cambridge St & Rodney St,,Intersection,"2,337",City Worker App,"42.351, -71.145","42.351, -71.145"
"101,001,005,911",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Cambridge St & Eleanor St  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,106",,INTERSECTION Cambridge St & Eleanor St,,Intersection,"2,338",City Worker App,"42.3516, -71.143","42.3516, -71.143"
"101,001,005,938",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Washington St & Snow St  Brighton  MA,11,4,9,D14,Allston,15,Ward 21,"2,109",,INTERSECTION Washington St & Snow St,,Intersection,"5,972",City Worker App,"42.347, -71.1484","42.347, -71.1484"
"101,001,005,972",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,1432A-1440 Commonwealth Ave  Allston  MA  02134,11,4,9,D14,Allston,15,Ward 21,"2,109",C,1432A-1440 Commonwealth Ave,"2,134",Address,"163,776",City Worker App,"42.3482, -71.1399","42.3482, -71.1399"
"101,001,005,973",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved Marked completed at case creation,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Allston St & Commonwealth Ave  Allston  MA,11,4,9,D14,Allston,15,Ward 21,"2,108",,INTERSECTION Allston St & Commonwealth Ave,,Intersection,316,City Worker App,"42.3483, -71.1378","42.3483, -71.1378"
"101,001,006,408",1/15/2014 0:00,1/15/2014 0:00,Closed,Case Closed Case Resolved cold patch,Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,PWDx_District 04: Allston/Brighton,PWDx,INTERSECTION of Corey Rd & Westbourne Ter  Brighton  MA,11,4,9,D14,Allston,15,Ward 21,"2,110",,INTERSECTION Corey Rd & Westbourne Ter,,Intersection,"3,515",Constituent Call,"42.3433, -71.1393","42.3433, -71.1393"
